BASIC5000_3404,bas50003404
BASIC5000_3313,bas50003313
BASIC5000_3307,bas50003307
BASIC5000_4468,bas50004468
BASIC5000_2019,bas50002019
BASIC5000_1510,bas50001510
BASIC5000_0168,bas50000168
BASIC5000_1276,bas50001276
BASIC5000_3461,bas50003461
BASIC5000_2794,bas50002794
BASIC5000_0183,bas50000183
BASIC5000_4483,bas50004483
BASIC5000_4497,bas50004497
BASIC5000_0829,bas50000829
BASIC5000_1289,bas50001289
BASIC5000_0197,bas50000197
BASIC5000_2958,bas50002958
BASIC5000_2780,bas50002780
BASIC5000_2970,bas50002970
BASIC5000_0801,bas50000801
BASIC5000_0815,bas50000815
BASIC5000_2964,bas50002964
BASIC5000_0424,bas50000424
BASIC5000_2233,bas50002233
BASIC5000_4642,bas50004642
BASIC5000_4124,bas50004124
BASIC5000_3893,bas50003893
BASIC5000_2555,bas50002555
BASIC5000_0342,bas50000342
BASIC5000_1048,bas50001048
BASIC5000_0356,bas50000356
BASIC5000_4130,bas50004130
BASIC5000_3887,bas50003887
BASIC5000_2541,bas50002541
BASIC5000_2227,bas50002227
BASIC5000_4656,bas50004656
BASIC5000_3139,bas50003139
BASIC5000_0430,bas50000430
BASIC5000_3111,bas50003111
BASIC5000_0418,bas50000418
BASIC5000_1706,bas50001706
BASIC5000_1060,bas50001060
BASIC5000_3677,bas50003677
BASIC5000_4118,bas50004118
BASIC5000_2569,bas50002569
BASIC5000_3663,bas50003663
BASIC5000_1074,bas50001074
BASIC5000_1712,bas50001712
BASIC5000_3105,bas50003105
BASIC5000_4681,bas50004681
BASIC5000_4859,bas50004859
BASIC5000_1921,bas50001921
BASIC5000_0381,bas50000381
BASIC5000_3850,bas50003850
BASIC5000_2596,bas50002596
BASIC5000_3688,bas50003688
BASIC5000_3844,bas50003844
BASIC5000_2582,bas50002582
BASIC5000_0395,bas50000395
BASIC5000_1935,bas50001935
BASIC5000_4695,bas50004695
BASIC5000_4865,bas50004865
BASIC5000_3878,bas50003878
BASIC5000_4871,bas50004871
BASIC5000_1909,bas50001909
BASIC5000_1896,bas50001896
BASIC5000_0550,bas50000550
BASIC5000_3059,bas50003059
BASIC5000_4736,bas50004736
BASIC5000_2347,bas50002347
BASIC5000_2421,bas50002421
BASIC5000_4050,bas50004050
BASIC5000_0236,bas50000236
BASIC5000_1128,bas50001128
BASIC5000_0222,bas50000222
BASIC5000_2435,bas50002435
BASIC5000_4044,bas50004044
BASIC5000_4722,bas50004722
BASIC5000_2353,bas50002353
BASIC5000_1882,bas50001882
BASIC5000_0544,bas50000544
BASIC5000_3065,bas50003065
BASIC5000_1672,bas50001672
BASIC5000_1114,bas50001114
BASIC5000_3703,bas50003703
BASIC5000_2409,bas50002409
BASIC5000_4078,bas50004078
BASIC5000_3717,bas50003717
BASIC5000_1100,bas50001100
BASIC5000_1666,bas50001666
BASIC5000_0578,bas50000578
BASIC5000_3071,bas50003071
BASIC5000_2384,bas50002384
BASIC5000_1855,bas50001855
BASIC5000_0593,bas50000593
BASIC5000_4093,bas50004093
BASIC5000_3924,bas50003924
BASIC5000_4087,bas50004087
BASIC5000_3930,bas50003930
BASIC5000_1841,bas50001841
BASIC5000_0587,bas50000587
BASIC5000_1699,bas50001699
BASIC5000_4939,bas50004939
BASIC5000_2390,bas50002390
BASIC5000_1869,bas50001869
BASIC5000_4911,bas50004911
BASIC5000_3918,bas50003918
BASIC5000_4905,bas50004905
BASIC5000_0034,bas50000034
BASIC5000_4252,bas50004252
BASIC5000_2623,bas50002623
BASIC5000_2145,bas50002145
BASIC5000_4534,bas50004534
BASIC5000_0752,bas50000752
BASIC5000_0746,bas50000746
BASIC5000_1458,bas50001458
BASIC5000_2151,bas50002151
BASIC5000_4520,bas50004520
BASIC5000_3529,bas50003529
BASIC5000_4246,bas50004246
BASIC5000_2637,bas50002637
BASIC5000_0020,bas50000020
BASIC5000_3501,bas50003501
BASIC5000_1316,bas50001316
BASIC5000_0008,bas50000008
BASIC5000_1470,bas50001470
BASIC5000_2179,bas50002179
BASIC5000_4508,bas50004508
BASIC5000_3267,bas50003267
BASIC5000_3273,bas50003273
BASIC5000_1464,bas50001464
BASIC5000_1302,bas50001302
BASIC5000_3515,bas50003515
BASIC5000_2838,bas50002838
BASIC5000_4291,bas50004291
BASIC5000_0949,bas50000949
BASIC5000_0791,bas50000791
BASIC5000_3298,bas50003298
BASIC5000_2186,bas50002186
BASIC5000_2192,bas50002192
BASIC5000_0785,bas50000785
BASIC5000_4285,bas50004285
BASIC5000_2804,bas50002804
BASIC5000_0975,bas50000975
BASIC5000_0961,bas50000961
BASIC5000_2810,bas50002810
BASIC5000_0960,bas50000960
BASIC5000_2811,bas50002811
BASIC5000_2805,bas50002805
BASIC5000_0974,bas50000974
BASIC5000_0784,bas50000784
BASIC5000_2193,bas50002193
BASIC5000_4284,bas50004284
BASIC5000_4290,bas50004290
BASIC5000_2839,bas50002839
BASIC5000_2187,bas50002187
BASIC5000_3299,bas50003299
BASIC5000_0790,bas50000790
BASIC5000_0948,bas50000948
BASIC5000_1465,bas50001465
BASIC5000_3272,bas50003272
BASIC5000_3514,bas50003514
BASIC5000_1303,bas50001303
BASIC5000_0009,bas50000009
BASIC5000_1317,bas50001317
BASIC5000_3500,bas50003500
BASIC5000_3266,bas50003266
BASIC5000_4509,bas50004509
BASIC5000_2178,bas50002178
BASIC5000_1471,bas50001471
BASIC5000_4521,bas50004521
BASIC5000_2150,bas50002150
BASIC5000_1459,bas50001459
BASIC5000_0747,bas50000747
BASIC5000_0021,bas50000021
BASIC5000_2636,bas50002636
BASIC5000_4247,bas50004247
BASIC5000_3528,bas50003528
BASIC5000_2622,bas50002622
BASIC5000_4253,bas50004253
BASIC5000_0035,bas50000035
BASIC5000_0753,bas50000753
BASIC5000_4535,bas50004535
BASIC5000_2144,bas50002144
BASIC5000_4904,bas50004904
BASIC5000_4910,bas50004910
BASIC5000_1868,bas50001868
BASIC5000_3919,bas50003919
BASIC5000_3931,bas50003931
BASIC5000_4086,bas50004086
BASIC5000_2391,bas50002391
BASIC5000_4938,bas50004938
BASIC5000_1698,bas50001698
BASIC5000_0586,bas50000586
BASIC5000_1840,bas50001840
BASIC5000_0592,bas50000592
BASIC5000_1854,bas50001854
BASIC5000_2385,bas50002385
BASIC5000_3925,bas50003925
BASIC5000_4092,bas50004092
BASIC5000_1101,bas50001101
BASIC5000_3716,bas50003716
BASIC5000_4079,bas50004079
BASIC5000_2408,bas50002408
BASIC5000_3070,bas50003070
BASIC5000_0579,bas50000579
BASIC5000_1667,bas50001667
BASIC5000_1673,bas50001673
BASIC5000_3064,bas50003064
BASIC5000_3702,bas50003702
BASIC5000_1115,bas50001115
BASIC5000_4045,bas50004045
BASIC5000_2434,bas50002434
BASIC5000_0223,bas50000223
BASIC5000_0545,bas50000545
BASIC5000_1883,bas50001883
BASIC5000_2352,bas50002352
BASIC5000_4723,bas50004723
BASIC5000_2346,bas50002346
BASIC5000_4737,bas50004737
BASIC5000_3058,bas50003058
BASIC5000_0551,bas50000551
BASIC5000_1897,bas50001897
BASIC5000_1129,bas50001129
BASIC5000_0237,bas50000237
BASIC5000_4051,bas50004051
BASIC5000_2420,bas50002420
BASIC5000_3879,bas50003879
BASIC5000_1908,bas50001908
BASIC5000_4870,bas50004870
BASIC5000_4864,bas50004864
BASIC5000_0394,bas50000394
BASIC5000_2583,bas50002583
BASIC5000_3845,bas50003845
BASIC5000_4694,bas50004694
BASIC5000_1934,bas50001934
BASIC5000_1920,bas50001920
BASIC5000_4858,bas50004858
BASIC5000_4680,bas50004680
BASIC5000_3689,bas50003689
BASIC5000_2597,bas50002597
BASIC5000_3851,bas50003851
BASIC5000_0380,bas50000380
BASIC5000_1075,bas50001075
BASIC5000_3662,bas50003662
BASIC5000_3104,bas50003104
BASIC5000_1713,bas50001713
BASIC5000_1707,bas50001707
BASIC5000_0419,bas50000419
BASIC5000_3110,bas50003110
BASIC5000_2568,bas50002568
BASIC5000_4119,bas50004119
BASIC5000_3676,bas50003676
BASIC5000_1061,bas50001061
BASIC5000_2540,bas50002540
BASIC5000_3886,bas50003886
BASIC5000_4131,bas50004131
BASIC5000_0357,bas50000357
BASIC5000_1049,bas50001049
BASIC5000_0431,bas50000431
BASIC5000_3138,bas50003138
BASIC5000_4657,bas50004657
BASIC5000_2226,bas50002226
BASIC5000_4643,bas50004643
BASIC5000_2232,bas50002232
BASIC5000_0425,bas50000425
BASIC5000_0343,bas50000343
BASIC5000_2554,bas50002554
BASIC5000_3892,bas50003892
BASIC5000_4125,bas50004125
BASIC5000_0814,bas50000814
BASIC5000_2965,bas50002965
BASIC5000_2971,bas50002971
BASIC5000_0800,bas50000800
BASIC5000_0828,bas50000828
BASIC5000_4496,bas50004496
BASIC5000_2781,bas50002781
BASIC5000_2959,bas50002959
BASIC5000_0196,bas50000196
BASIC5000_1288,bas50001288
BASIC5000_0182,bas50000182
BASIC5000_2795,bas50002795
BASIC5000_4482,bas50004482
BASIC5000_1511,bas50001511
BASIC5000_2018,bas50002018
BASIC5000_4469,bas50004469
BASIC5000_3306,bas50003306
BASIC5000_3460,bas50003460
BASIC5000_1277,bas50001277
BASIC5000_0169,bas50000169
BASIC5000_1263,bas50001263
BASIC5000_3474,bas50003474
BASIC5000_3312,bas50003312
BASIC5000_1505,bas50001505
BASIC5000_2024,bas50002024
BASIC5000_4455,bas50004455
BASIC5000_0633,bas50000633
BASIC5000_0155,bas50000155
BASIC5000_4333,bas50004333
BASIC5000_2742,bas50002742
BASIC5000_3448,bas50003448
BASIC5000_4327,bas50004327
BASIC5000_2756,bas50002756
BASIC5000_0141,bas50000141
BASIC5000_0627,bas50000627
BASIC5000_1539,bas50001539
BASIC5000_2030,bas50002030
BASIC5000_4441,bas50004441
BASIC5000_2740,bas50002740
BASIC5000_4331,bas50004331
BASIC5000_2998,bas50002998
BASIC5000_0157,bas50000157
BASIC5000_1249,bas50001249
BASIC5000_0631,bas50000631
BASIC5000_3338,bas50003338
BASIC5000_4457,bas50004457
BASIC5000_2026,bas50002026
BASIC5000_4443,bas50004443
BASIC5000_2032,bas50002032
BASIC5000_0625,bas50000625
BASIC5000_0143,bas50000143
BASIC5000_2754,bas50002754
BASIC5000_4325,bas50004325
BASIC5000_1275,bas50001275
BASIC5000_3462,bas50003462
BASIC5000_3304,bas50003304
BASIC5000_1513,bas50001513
BASIC5000_1507,bas50001507
BASIC5000_0619,bas50000619
BASIC5000_3310,bas50003310
BASIC5000_2768,bas50002768
BASIC5000_4319,bas50004319
BASIC5000_3476,bas50003476
BASIC5000_1261,bas50001261
BASIC5000_0194,bas50000194
BASIC5000_2783,bas50002783
BASIC5000_4494,bas50004494
BASIC5000_4480,bas50004480
BASIC5000_3489,bas50003489
BASIC5000_2797,bas50002797
BASIC5000_0180,bas50000180
BASIC5000_2967,bas50002967
BASIC5000_0816,bas50000816
BASIC5000_0802,bas50000802
BASIC5000_2973,bas50002973
BASIC5000_2224,bas50002224
BASIC5000_4655,bas50004655
BASIC5000_0433,bas50000433
BASIC5000_0355,bas50000355
BASIC5000_4133,bas50004133
BASIC5000_3884,bas50003884
BASIC5000_2542,bas50002542
BASIC5000_3648,bas50003648
BASIC5000_4127,bas50004127
BASIC5000_3890,bas50003890
BASIC5000_2556,bas50002556
BASIC5000_0341,bas50000341
BASIC5000_0427,bas50000427
BASIC5000_1739,bas50001739
BASIC5000_2230,bas50002230
BASIC5000_4899,bas50004899
BASIC5000_4641,bas50004641
BASIC5000_1711,bas50001711
BASIC5000_2218,bas50002218
BASIC5000_4669,bas50004669
BASIC5000_3106,bas50003106
BASIC5000_3660,bas50003660
BASIC5000_1077,bas50001077
BASIC5000_0369,bas50000369
BASIC5000_1063,bas50001063
BASIC5000_3674,bas50003674
BASIC5000_3112,bas50003112
BASIC5000_1705,bas50001705
BASIC5000_1936,bas50001936
BASIC5000_4696,bas50004696
BASIC5000_3847,bas50003847
BASIC5000_2581,bas50002581
BASIC5000_0396,bas50000396
BASIC5000_1088,bas50001088
BASIC5000_0382,bas50000382
BASIC5000_3853,bas50003853
BASIC5000_2595,bas50002595
BASIC5000_4682,bas50004682
BASIC5000_1922,bas50001922
BASIC5000_4872,bas50004872
BASIC5000_4866,bas50004866
BASIC5000_4721,bas50004721
BASIC5000_2350,bas50002350
BASIC5000_1659,bas50001659
BASIC5000_1881,bas50001881
BASIC5000_0547,bas50000547
BASIC5000_0221,bas50000221
BASIC5000_2436,bas50002436
BASIC5000_4047,bas50004047
BASIC5000_3728,bas50003728
BASIC5000_2422,bas50002422
BASIC5000_4053,bas50004053
BASIC5000_0235,bas50000235
BASIC5000_1895,bas50001895
BASIC5000_0553,bas50000553
BASIC5000_4735,bas50004735
BASIC5000_2344,bas50002344
BASIC5000_1665,bas50001665
BASIC5000_3072,bas50003072
BASIC5000_3714,bas50003714
BASIC5000_1103,bas50001103
BASIC5000_0209,bas50000209
BASIC5000_1117,bas50001117
BASIC5000_3700,bas50003700
BASIC5000_3066,bas50003066
BASIC5000_4709,bas50004709
BASIC5000_2378,bas50002378
BASIC5000_1671,bas50001671
BASIC5000_1842,bas50001842
BASIC5000_0584,bas50000584
BASIC5000_2393,bas50002393
BASIC5000_4084,bas50004084
BASIC5000_3933,bas50003933
BASIC5000_4090,bas50004090
BASIC5000_3927,bas50003927
BASIC5000_2387,bas50002387
BASIC5000_3099,bas50003099
BASIC5000_1856,bas50001856
BASIC5000_0590,bas50000590
BASIC5000_4906,bas50004906
BASIC5000_4912,bas50004912
BASIC5000_4245,bas50004245
BASIC5000_2634,bas50002634
BASIC5000_0023,bas50000023
BASIC5000_0745,bas50000745
BASIC5000_2152,bas50002152
BASIC5000_4523,bas50004523
BASIC5000_2146,bas50002146
BASIC5000_4537,bas50004537
BASIC5000_3258,bas50003258
BASIC5000_0751,bas50000751
BASIC5000_0989,bas50000989
BASIC5000_1329,bas50001329
BASIC5000_0037,bas50000037
BASIC5000_4251,bas50004251
BASIC5000_2620,bas50002620
BASIC5000_1301,bas50001301
BASIC5000_3516,bas50003516
BASIC5000_4279,bas50004279
BASIC5000_2608,bas50002608
BASIC5000_3270,bas50003270
BASIC5000_0779,bas50000779
BASIC5000_1467,bas50001467
BASIC5000_1473,bas50001473
BASIC5000_3264,bas50003264
BASIC5000_3502,bas50003502
BASIC5000_1315,bas50001315
BASIC5000_4286,bas50004286
BASIC5000_2191,bas50002191
BASIC5000_1498,bas50001498
BASIC5000_0786,bas50000786
BASIC5000_0792,bas50000792
BASIC5000_2185,bas50002185
BASIC5000_4292,bas50004292
BASIC5000_2813,bas50002813
BASIC5000_0962,bas50000962
BASIC5000_0976,bas50000976
BASIC5000_2807,bas50002807
BASIC5000_0977,bas50000977
BASIC5000_2806,bas50002806
BASIC5000_2812,bas50002812
BASIC5000_0963,bas50000963
BASIC5000_2184,bas50002184
BASIC5000_0793,bas50000793
BASIC5000_4293,bas50004293
BASIC5000_4287,bas50004287
BASIC5000_0787,bas50000787
BASIC5000_1499,bas50001499
BASIC5000_2190,bas50002190
BASIC5000_3265,bas50003265
BASIC5000_1472,bas50001472
BASIC5000_1314,bas50001314
BASIC5000_3503,bas50003503
BASIC5000_2609,bas50002609
BASIC5000_4278,bas50004278
BASIC5000_3517,bas50003517
BASIC5000_1300,bas50001300
BASIC5000_1466,bas50001466
BASIC5000_0778,bas50000778
BASIC5000_3271,bas50003271
BASIC5000_0988,bas50000988
BASIC5000_0750,bas50000750
BASIC5000_3259,bas50003259
BASIC5000_4536,bas50004536
BASIC5000_2147,bas50002147
BASIC5000_2621,bas50002621
BASIC5000_4250,bas50004250
BASIC5000_0036,bas50000036
BASIC5000_1328,bas50001328
BASIC5000_0022,bas50000022
BASIC5000_2635,bas50002635
BASIC5000_4244,bas50004244
BASIC5000_4522,bas50004522
BASIC5000_2153,bas50002153
BASIC5000_0744,bas50000744
BASIC5000_4913,bas50004913
BASIC5000_4907,bas50004907
BASIC5000_3926,bas50003926
BASIC5000_4091,bas50004091
BASIC5000_0591,bas50000591
BASIC5000_1857,bas50001857
BASIC5000_3098,bas50003098
BASIC5000_2386,bas50002386
BASIC5000_2392,bas50002392
BASIC5000_0585,bas50000585
BASIC5000_1843,bas50001843
BASIC5000_3932,bas50003932
BASIC5000_4085,bas50004085
BASIC5000_3701,bas50003701
BASIC5000_1116,bas50001116
BASIC5000_0208,bas50000208
BASIC5000_1670,bas50001670
BASIC5000_2379,bas50002379
BASIC5000_4708,bas50004708
BASIC5000_3067,bas50003067
BASIC5000_3073,bas50003073
BASIC5000_1664,bas50001664
BASIC5000_1102,bas50001102
BASIC5000_3715,bas50003715
BASIC5000_0234,bas50000234
BASIC5000_4052,bas50004052
BASIC5000_2423,bas50002423
BASIC5000_2345,bas50002345
BASIC5000_4734,bas50004734
BASIC5000_0552,bas50000552
BASIC5000_1894,bas50001894
BASIC5000_0546,bas50000546
BASIC5000_1880,bas50001880
BASIC5000_1658,bas50001658
BASIC5000_2351,bas50002351
BASIC5000_4720,bas50004720
BASIC5000_3729,bas50003729
BASIC5000_4046,bas50004046
BASIC5000_2437,bas50002437
BASIC5000_0220,bas50000220
BASIC5000_4867,bas50004867
BASIC5000_4873,bas50004873
BASIC5000_2594,bas50002594
BASIC5000_3852,bas50003852
BASIC5000_0383,bas50000383
BASIC5000_1923,bas50001923
BASIC5000_4683,bas50004683
BASIC5000_4697,bas50004697
BASIC5000_1937,bas50001937
BASIC5000_1089,bas50001089
BASIC5000_0397,bas50000397
BASIC5000_2580,bas50002580
BASIC5000_3846,bas50003846
BASIC5000_3675,bas50003675
BASIC5000_1062,bas50001062
BASIC5000_1704,bas50001704
BASIC5000_3113,bas50003113
BASIC5000_3107,bas50003107
BASIC5000_4668,bas50004668
BASIC5000_2219,bas50002219
BASIC5000_1710,bas50001710
BASIC5000_0368,bas50000368
BASIC5000_1076,bas50001076
BASIC5000_3661,bas50003661
BASIC5000_0340,bas50000340
BASIC5000_2557,bas50002557
BASIC5000_3891,bas50003891
BASIC5000_4126,bas50004126
BASIC5000_3649,bas50003649
BASIC5000_4640,bas50004640
BASIC5000_4898,bas50004898
BASIC5000_2231,bas50002231
BASIC5000_1738,bas50001738
BASIC5000_0426,bas50000426
BASIC5000_0432,bas50000432
BASIC5000_4654,bas50004654
BASIC5000_2225,bas50002225
BASIC5000_2543,bas50002543
BASIC5000_3885,bas50003885
BASIC5000_4132,bas50004132
BASIC5000_0354,bas50000354
BASIC5000_0803,bas50000803
BASIC5000_2972,bas50002972
BASIC5000_2966,bas50002966
BASIC5000_0817,bas50000817
BASIC5000_4481,bas50004481
BASIC5000_0181,bas50000181
BASIC5000_2796,bas50002796
BASIC5000_3488,bas50003488
BASIC5000_2782,bas50002782
BASIC5000_0195,bas50000195
BASIC5000_4495,bas50004495
BASIC5000_3311,bas50003311
BASIC5000_0618,bas50000618
BASIC5000_1506,bas50001506
BASIC5000_1260,bas50001260
BASIC5000_3477,bas50003477
BASIC5000_4318,bas50004318
BASIC5000_2769,bas50002769
BASIC5000_3463,bas50003463
BASIC5000_1274,bas50001274
BASIC5000_1512,bas50001512
BASIC5000_3305,bas50003305
BASIC5000_0624,bas50000624
BASIC5000_2033,bas50002033
BASIC5000_4442,bas50004442
BASIC5000_4324,bas50004324
BASIC5000_2755,bas50002755
BASIC5000_0142,bas50000142
BASIC5000_1248,bas50001248
BASIC5000_0156,bas50000156
BASIC5000_2999,bas50002999
BASIC5000_4330,bas50004330
BASIC5000_2741,bas50002741
BASIC5000_2027,bas50002027
BASIC5000_4456,bas50004456
BASIC5000_3339,bas50003339
BASIC5000_0630,bas50000630
BASIC5000_1537,bas50001537
BASIC5000_0629,bas50000629
BASIC5000_3320,bas50003320
BASIC5000_2758,bas50002758
BASIC5000_3446,bas50003446
BASIC5000_2980,bas50002980
BASIC5000_4329,bas50004329
BASIC5000_1251,bas50001251
BASIC5000_1245,bas50001245
BASIC5000_3452,bas50003452
BASIC5000_2994,bas50002994
BASIC5000_3334,bas50003334
BASIC5000_1523,bas50001523
BASIC5000_4473,bas50004473
BASIC5000_2002,bas50002002
BASIC5000_0615,bas50000615
BASIC5000_0173,bas50000173
BASIC5000_2764,bas50002764
BASIC5000_4315,bas50004315
BASIC5000_2770,bas50002770
BASIC5000_4301,bas50004301
BASIC5000_0167,bas50000167
BASIC5000_1279,bas50001279
BASIC5000_0601,bas50000601
BASIC5000_4467,bas50004467
BASIC5000_3308,bas50003308
BASIC5000_2016,bas50002016
BASIC5000_0832,bas50000832
BASIC5000_1292,bas50001292
BASIC5000_3485,bas50003485
BASIC5000_2943,bas50002943
BASIC5000_3491,bas50003491
BASIC5000_2957,bas50002957
BASIC5000_1286,bas50001286
BASIC5000_0198,bas50000198
BASIC5000_0826,bas50000826
BASIC5000_4498,bas50004498
BASIC5000_1053,bas50001053
BASIC5000_3644,bas50003644
BASIC5000_4895,bas50004895
BASIC5000_3122,bas50003122
BASIC5000_1735,bas50001735
BASIC5000_1721,bas50001721
BASIC5000_4881,bas50004881
BASIC5000_2228,bas50002228
BASIC5000_3136,bas50003136
BASIC5000_4659,bas50004659
BASIC5000_3650,bas50003650
BASIC5000_3888,bas50003888
BASIC5000_1047,bas50001047
BASIC5000_0359,bas50000359
BASIC5000_4117,bas50004117
BASIC5000_3678,bas50003678
BASIC5000_2566,bas50002566
BASIC5000_0371,bas50000371
BASIC5000_0417,bas50000417
BASIC5000_1709,bas50001709
BASIC5000_2200,bas50002200
BASIC5000_4671,bas50004671
BASIC5000_2214,bas50002214
BASIC5000_4665,bas50004665
BASIC5000_0403,bas50000403
BASIC5000_0365,bas50000365
BASIC5000_4103,bas50004103
BASIC5000_2572,bas50002572
BASIC5000_2599,bas50002599
BASIC5000_3687,bas50003687
BASIC5000_1090,bas50001090
BASIC5000_4856,bas50004856
BASIC5000_4842,bas50004842
BASIC5000_1084,bas50001084
BASIC5000_3693,bas50003693
BASIC5000_3863,bas50003863
BASIC5000_1912,bas50001912
BASIC5000_1906,bas50001906
BASIC5000_3877,bas50003877
BASIC5000_0239,bas50000239
BASIC5000_1127,bas50001127
BASIC5000_3730,bas50003730
BASIC5000_4739,bas50004739
BASIC5000_3056,bas50003056
BASIC5000_2348,bas50002348
BASIC5000_1641,bas50001641
BASIC5000_1899,bas50001899
BASIC5000_1655,bas50001655
BASIC5000_3042,bas50003042
BASIC5000_3724,bas50003724
BASIC5000_1133,bas50001133
BASIC5000_2412,bas50002412
BASIC5000_4063,bas50004063
BASIC5000_0205,bas50000205
BASIC5000_0563,bas50000563
BASIC5000_4705,bas50004705
BASIC5000_2374,bas50002374
BASIC5000_4711,bas50004711
BASIC5000_2360,bas50002360
BASIC5000_1669,bas50001669
BASIC5000_0577,bas50000577
BASIC5000_0211,bas50000211
BASIC5000_2406,bas50002406
BASIC5000_3718,bas50003718
BASIC5000_4077,bas50004077
BASIC5000_1682,bas50001682
BASIC5000_4922,bas50004922
BASIC5000_3095,bas50003095
BASIC5000_4936,bas50004936
BASIC5000_3081,bas50003081
BASIC5000_0588,bas50000588
BASIC5000_1696,bas50001696
BASIC5000_4088,bas50004088
BASIC5000_3917,bas50003917
BASIC5000_1866,bas50001866
BASIC5000_1872,bas50001872
BASIC5000_3903,bas50003903
BASIC5000_1443,bas50001443
BASIC5000_0985,bas50000985
BASIC5000_3254,bas50003254
BASIC5000_3532,bas50003532
BASIC5000_1325,bas50001325
BASIC5000_1331,bas50001331
BASIC5000_4249,bas50004249
BASIC5000_3526,bas50003526
BASIC5000_2638,bas50002638
BASIC5000_3240,bas50003240
BASIC5000_0749,bas50000749
BASIC5000_1457,bas50001457
BASIC5000_0991,bas50000991
BASIC5000_2176,bas50002176
BASIC5000_3268,bas50003268
BASIC5000_4507,bas50004507
BASIC5000_0761,bas50000761
BASIC5000_1319,bas50001319
BASIC5000_0007,bas50000007
BASIC5000_4261,bas50004261
BASIC5000_2610,bas50002610
BASIC5000_4275,bas50004275
BASIC5000_2604,bas50002604
BASIC5000_0013,bas50000013
BASIC5000_0775,bas50000775
BASIC5000_2162,bas50002162
BASIC5000_4513,bas50004513
BASIC5000_3297,bas50003297
BASIC5000_2189,bas50002189
BASIC5000_1480,bas50001480
BASIC5000_0946,bas50000946
BASIC5000_2837,bas50002837
BASIC5000_2823,bas50002823
BASIC5000_1494,bas50001494
BASIC5000_0952,bas50000952
BASIC5000_3283,bas50003283
BASIC5000_2822,bas50002822
BASIC5000_3282,bas50003282
BASIC5000_0953,bas50000953
BASIC5000_1495,bas50001495
BASIC5000_0947,bas50000947
BASIC5000_1481,bas50001481
BASIC5000_2188,bas50002188
BASIC5000_3296,bas50003296
BASIC5000_2836,bas50002836
BASIC5000_0012,bas50000012
BASIC5000_2605,bas50002605
BASIC5000_4274,bas50004274
BASIC5000_4512,bas50004512
BASIC5000_2163,bas50002163
BASIC5000_0774,bas50000774
BASIC5000_0760,bas50000760
BASIC5000_4506,bas50004506
BASIC5000_3269,bas50003269
BASIC5000_2177,bas50002177
BASIC5000_2611,bas50002611
BASIC5000_4260,bas50004260
BASIC5000_0006,bas50000006
BASIC5000_1318,bas50001318
BASIC5000_2639,bas50002639
BASIC5000_3527,bas50003527
BASIC5000_4248,bas50004248
BASIC5000_1330,bas50001330
BASIC5000_0990,bas50000990
BASIC5000_1456,bas50001456
BASIC5000_0748,bas50000748
BASIC5000_3241,bas50003241
BASIC5000_3255,bas50003255
BASIC5000_0984,bas50000984
BASIC5000_1442,bas50001442
BASIC5000_1324,bas50001324
BASIC5000_3533,bas50003533
BASIC5000_1873,bas50001873
BASIC5000_3902,bas50003902
BASIC5000_3916,bas50003916
BASIC5000_1867,bas50001867
BASIC5000_1697,bas50001697
BASIC5000_0589,bas50000589
BASIC5000_3080,bas50003080
BASIC5000_4937,bas50004937
BASIC5000_4089,bas50004089
BASIC5000_3094,bas50003094
BASIC5000_4923,bas50004923
BASIC5000_1683,bas50001683
BASIC5000_0576,bas50000576
BASIC5000_1668,bas50001668
BASIC5000_2361,bas50002361
BASIC5000_4710,bas50004710
BASIC5000_4076,bas50004076
BASIC5000_3719,bas50003719
BASIC5000_2407,bas50002407
BASIC5000_0210,bas50000210
BASIC5000_0204,bas50000204
BASIC5000_4062,bas50004062
BASIC5000_2413,bas50002413
BASIC5000_2375,bas50002375
BASIC5000_4704,bas50004704
BASIC5000_0562,bas50000562
BASIC5000_3043,bas50003043
BASIC5000_1654,bas50001654
BASIC5000_1132,bas50001132
BASIC5000_3725,bas50003725
BASIC5000_3731,bas50003731
BASIC5000_1126,bas50001126
BASIC5000_0238,bas50000238
BASIC5000_1898,bas50001898
BASIC5000_1640,bas50001640
BASIC5000_2349,bas50002349
BASIC5000_3057,bas50003057
BASIC5000_4738,bas50004738
BASIC5000_1907,bas50001907
BASIC5000_3876,bas50003876
BASIC5000_3862,bas50003862
BASIC5000_1913,bas50001913
BASIC5000_4843,bas50004843
BASIC5000_3692,bas50003692
BASIC5000_1085,bas50001085
BASIC5000_1091,bas50001091
BASIC5000_3686,bas50003686
BASIC5000_2598,bas50002598
BASIC5000_4857,bas50004857
BASIC5000_0402,bas50000402
BASIC5000_4664,bas50004664
BASIC5000_2215,bas50002215
BASIC5000_2573,bas50002573
BASIC5000_4102,bas50004102
BASIC5000_0364,bas50000364
BASIC5000_0370,bas50000370
BASIC5000_2567,bas50002567
BASIC5000_3679,bas50003679
BASIC5000_4116,bas50004116
BASIC5000_4670,bas50004670
BASIC5000_2201,bas50002201
BASIC5000_1708,bas50001708
BASIC5000_0416,bas50000416
BASIC5000_4658,bas50004658
BASIC5000_3137,bas50003137
BASIC5000_2229,bas50002229
BASIC5000_4880,bas50004880
BASIC5000_1720,bas50001720
BASIC5000_0358,bas50000358
BASIC5000_1046,bas50001046
BASIC5000_3889,bas50003889
